,x_pix,y_pix,amplitude,vlsr,sigma_v,labelsDBSCAN
11121,126.0,133.0,6.99735980924564,9.158067094453939,0.09508295200961923,-1
11122,127.0,133.0,5.481075120188202,9.163165430084101,0.11142686384076157,-1
11123,128.0,133.0,5.2685043288006685,9.187623156024058,0.15999555228339415,-1
11124,138.0,133.0,6.330648934794014,9.383322512758365,0.44978570999022294,-1
11125,139.0,133.0,6.415980736012201,9.323713237442732,0.3608958170840565,-1
11126,140.0,133.0,5.718469863923575,9.284755584648341,0.3355704392064031,-1
11127,141.0,133.0,4.468941358127615,9.269003152983064,0.3035972144100037,-1
11128,142.0,133.0,3.4771404256113962,9.296459106876991,0.2885178945682411,-1
11129,143.0,133.0,3.5708565050397194,9.337269271641214,0.3088674519740247,-1
11130,144.0,133.0,4.759109269787329,9.342155412264614,0.36100270460725103,-1
11131,111.0,134.0,6.823549591483275,9.71405342659412,0.1937655289640572,-1
11132,112.0,134.0,6.308255819394456,9.654648811242751,0.16396200054996354,-1
11133,113.0,134.0,6.259312969507862,9.577839967204156,0.13221637907164563,-1
11134,114.0,134.0,6.444040998109203,9.545620811997692,0.13193814683182636,-1
11135,115.0,134.0,6.365900471557234,9.553344607048421,0.20937729935497432,-1
11136,116.0,134.0,6.612897022605099,9.525988069439427,0.2783938118119292,-1
11137,117.0,134.0,7.274056905948097,9.468399167229016,0.2879857245258366,-1
11138,118.0,134.0,8.50112026028194,9.383858863166802,0.22244580861563246,-1
11139,119.0,134.0,9.595468802185989,9.35843716053454,0.17983266530422617,-1
11140,120.0,134.0,9.891151534659821,9.34995910584852,0.1722307994110089,-1
11141,121.0,134.0,9.070272792844989,9.34402842835335,0.17306706089834553,-1
11142,122.0,134.0,8.060326483233164,9.319253438587573,0.17460689375414204,-1
11143,123.0,134.0,7.625207670297951,9.259164160941523,0.15620653019947595,-1
11144,124.0,134.0,7.5611797863247,9.18390089554892,0.10821733686153633,-1
11145,125.0,134.0,7.556502494944338,9.16148695159729,0.09228621027747878,-1
11146,126.0,134.0,6.736619418728279,9.151568503211877,0.08764873354390494,-1
11147,127.0,134.0,5.476842681958098,9.149369943751942,0.09034231310050664,-1
11148,128.0,134.0,4.800023582726996,9.18274600467255,0.1419446302363793,-1
11149,131.0,134.0,5.987249440761293,9.48352397372682,0.3839190989268953,-1
11150,132.0,134.0,6.001191094496844,9.453922751624532,0.34963582300367296,-1
11151,138.0,134.0,7.2701642670593944,9.318033691609585,0.347965363112962,-1
11152,139.0,134.0,7.452600688532747,9.29281567260052,0.33793571055127763,-1
11153,140.0,134.0,6.639864718868095,9.268094201361988,0.3434502578532179,-1
11154,141.0,134.0,5.235794412260706,9.26559424773755,0.34681227661428654,-1
11155,142.0,134.0,4.14593883792438,9.29991952360663,0.36935488915876047,-1
11156,143.0,134.0,4.312037260449576,9.365363605115293,0.3668148054050062,-1
11157,111.0,135.0,6.6051910295396645,9.67941918366727,0.1893729901414454,-1
11158,112.0,135.0,6.753522493169734,9.63193454914455,0.17004791542599246,-1
11159,113.0,135.0,6.771427225254431,9.585751267720863,0.14586126085272758,-1
11160,114.0,135.0,6.936689420815152,9.559239293866295,0.1524336444478438,-1
11161,115.0,135.0,6.824867184916904,9.563986520751042,0.20926416199638678,-1
11162,116.0,135.0,6.9123844428214385,9.525184490448899,0.2584443825033532,-1
